student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S01976,UK,USA,New York,Columbia University,Mechanical Engineering,Business,2020,No,Scholarship,2022,Placed,USA,Intel,72437,2.97,F1,Post-Study Visa,TOEFL,8.7
S01977,India,Ireland,Galway,National University of Ireland Galway,Business Administration,Computer Science,2020,Yes,Scholarship,2022,Placed,Ireland,Amazon,31990,2.82,Schengen Student Visa,Blue Card,IELTS,7.2
S01978,UK,India,Delhi,IIT Delhi,Computer Science,Social Sciences,2020,Yes,Scholarship,2023,Placed,India,Apple,53320,2.72,F1,OPT,PTE,7.8
S01979,Finland,India,Delhi,Delhi University,Computer Science,Business,2019,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,2.71,Schengen Student Visa,Post-Study Visa,TOEFL,8.3
S01980,South Africa,India,Pilani,BITS Pilani,Medicine,Natural Sciences,2020,No,Quality of Life,2023,Not Placed,N/A,N/A,0,3.51,Student Visa,Blue Card,None,0
S01981,UAE,Canada,Edmonton,University of Alberta,Economics,Business,2021,No,Job Opportunities,2023,Placed,Canada,Goldman Sachs,88450,2.74,F1,Blue Card,PTE,6.9
S01982,Germany,South Africa,Stellenbosch,Stellenbosch University,Medicine,Computer Science,2022,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.21,Study Permit,Work Permit,None,0
S01983,UK,Ireland,Dublin,Technological University Dublin,Data Science,Medicine,2023,No,Job Opportunities,2024,Not Placed,N/A,N/A,0,2.73,Study Permit,Work Permit,TOEFL,5.1
S01984,Ireland,South Africa,Cape Town,University of Cape Town,Medicine,Computer Science,2019,Yes,Political Stability,2021,Not Placed,N/A,N/A,0,3.91,J1,OPT,TOEFL,6.4
S01985,USA,Canada,Edmonton,University of Alberta,Law,Arts,2021,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.93,Study Permit,Post-Study Visa,Duolingo,6.3
S01986,USA,Canada,Toronto,University of Toronto,Architecture,Business,2020,No,Job Opportunities,2021,Placed,Canada,Microsoft,101059,2.54,Tier 4,Work Permit,TOEFL,7.3
S01987,USA,Germany,Aachen,RWTH Aachen,Political Science,Law,2019,No,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.23,Schengen Student Visa,PSW,None,0
S01988,Canada,India,Bangalore,IISc Bangalore,Medicine,Law,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.12,Tier 4,PSW,None,0
S01989,Russia,India,Mumbai,IIT Bombay,Data Science,Natural Sciences,2020,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.49,J1,Blue Card,TOEFL,8.6
S01990,South Africa,Canada,Montreal,McGill University,Law,Business,2022,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.85,J1,Work Permit,TOEFL,6.1
S01991,India,Canada,London,Western University,Business Administration,Medicine,2023,No,Higher Ranking,2025,Not Placed,N/A,N/A,0,3.23,Study Permit,Blue Card,IELTS,9
S01992,UK,Canada,Kingston,Queen's University,Architecture,Medicine,2021,No,Higher Ranking,2022,Placed,Canada,Google,144626,3.48,Schengen Student Visa,Post-Study Visa,TOEFL,6.4
S01993,Finland,UK,Edinburgh,University of Edinburgh,Civil Engineering,Social Sciences,2023,Yes,Higher Ranking,2025,Placed,UK,Goldman Sachs,31078,2.95,Schengen Student Visa,Post-Study Visa,None,0
S01994,South Africa,Finland,Turku,University of Turku,Architecture,Social Sciences,2020,No,Scholarship,2022,Not Placed,N/A,N/A,0,2.9,Student Visa,Blue Card,TOEFL,8.4
S01995,USA,Russia,Moscow,Lomonosov Moscow State University,Design,Social Sciences,2023,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.88,Schengen Student Visa,Post-Study Visa,Duolingo,5.6
S01996,Russia,Finland,Turku,University of Turku,Psychology,Natural Sciences,2023,No,Job Opportunities,2025,Placed,Finland,Tesla,83614,3.27,Schengen Student Visa,Post-Study Visa,Duolingo,7.9
S01997,Germany,UAE,Dubai,Heriot-Watt Dubai,Political Science,Law,2019,Yes,Quality of Life,2020,Placed,UAE,Siemens,106523,3.57,Tier 4,Blue Card,PTE,6.8
S01998,Germany,India,Chennai,IIT Madras,Electrical Engineering,Medicine,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,2.82,Study Permit,PSW,Duolingo,7.1
S01999,India,South Africa,Cape Town,University of Cape Town,Political Science,Social Sciences,2021,Yes,Job Opportunities,2023,Placed,South Africa,Microsoft,149553,2.99,Student Visa,Work Permit,TOEFL,5.3
S02000,Germany,Ireland,Dublin,Trinity College Dublin,Civil Engineering,Social Sciences,2021,Yes,Job Opportunities,2022,Placed,Ireland,SAP,41108,3.29,Schengen Student Visa,Work Permit,TOEFL,8.4
S02001,Germany,South Africa,Johannesburg,University of the Witwatersrand,Business Administration,Natural Sciences,2023,Yes,Higher Ranking,2024,Placed,South Africa,Deloitte,93955,3.58,Student Visa,Work Permit,IELTS,7.1
S02002,USA,Canada,London,Western University,Finance,Business,2021,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.4,Student Visa,Post-Study Visa,Duolingo,7.3
S02003,Finland,Russia,Moscow,Moscow Institute of Physics and Technology,Business Administration,Engineering,2022,No,Higher Ranking,2025,Not Placed,N/A,N/A,0,3.72,Student Visa,PSW,Duolingo,5.1
S02004,USA,Ireland,Dublin,Trinity College Dublin,Economics,Law,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.21,Tier 4,Blue Card,PTE,7.9
S02005,Ireland,India,Tiruchirappalli,NIT Trichy,Data Science,Arts,2020,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,2.76,Student Visa,PSW,IELTS,7.6
S02006,South Africa,Canada,Ottawa,University of Ottawa,Data Science,Arts,2021,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.57,Study Permit,OPT,IELTS,6.2
S02007,Canada,USA,Boston,MIT,Political Science,Natural Sciences,2023,No,Quality of Life,2025,Placed,USA,Google,51981,2.66,Student Visa,OPT,PTE,7.6
S02008,Canada,Germany,Berlin,Humboldt University,Design,Social Sciences,2021,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.72,Study Permit,Blue Card,TOEFL,8.2
S02009,South Africa,UK,Oxford,University of Oxford,Civil Engineering,Computer Science,2019,Yes,Higher Ranking,2020,Not Placed,N/A,N/A,0,2.57,F1,Work Permit,TOEFL,6.1
S02010,Finland,UK,Oxford,University of Oxford,Electrical Engineering,Business,2021,No,Quality of Life,2022,Placed,UK,IBM,122527,3.49,Student Visa,PSW,PTE,6.6
S02011,USA,Russia,Moscow,Higher School of Economics,Biotechnology,Natural Sciences,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.2,Study Permit,Blue Card,Duolingo,7.9
S02012,UK,Ireland,Dublin,Technological University Dublin,Computer Science,Law,2022,Yes,Higher Ranking,2023,Placed,Ireland,SAP,92363,3.12,J1,OPT,PTE,7.1
S02013,Finland,Russia,Moscow,Bauman Moscow State Technical University,Electrical Engineering,Natural Sciences,2020,No,Job Opportunities,2022,Placed,Russia,Microsoft,147297,3.25,Study Permit,OPT,Duolingo,6.3
S02014,Germany,Ireland,Galway,National University of Ireland Galway,Economics,Arts,2019,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.07,J1,PSW,Duolingo,7.2
S02015,USA,Ireland,Dublin,Trinity College Dublin,Biotechnology,Social Sciences,2019,No,Political Stability,2021,Placed,Ireland,McKinsey,60779,3.07,Tier 4,Work Permit,None,0
S02016,Finland,South Africa,Johannesburg,University of the Witwatersrand,Finance,Social Sciences,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.78,Student Visa,Work Permit,TOEFL,8.3
S02017,Germany,Finland,Helsinki,University of Helsinki,Electrical Engineering,Arts,2023,Yes,Political Stability,2026,Placed,Finland,SAP,148901,2.92,J1,Blue Card,TOEFL,7
S02018,India,UK,Cambridge,University of Cambridge,Biotechnology,Social Sciences,2022,Yes,Higher Ranking,2023,Placed,UK,Tesla,91209,3.25,Student Visa,Blue Card,TOEFL,8
S02019,USA,Finland,Helsinki,University of Helsinki,Mechanical Engineering,Arts,2021,No,Quality of Life,2023,Placed,Finland,Siemens,147740,3.16,Student Visa,Work Permit,IELTS,7.1
S02020,South Africa,Canada,Toronto,University of Toronto,Psychology,Natural Sciences,2022,No,Quality of Life,2023,Not Placed,N/A,N/A,0,3.58,Student Visa,OPT,Duolingo,6.6
S02021,South Africa,Russia,Saint Petersburg,Saint Petersburg State University,Civil Engineering,Natural Sciences,2020,No,Quality of Life,2022,Not Placed,N/A,N/A,0,3.6,Student Visa,OPT,TOEFL,5.8
S02022,Canada,India,Mumbai,IIT Bombay,Design,Law,2019,Yes,Scholarship,2022,Placed,India,Goldman Sachs,57963,2.62,Schengen Student Visa,Work Permit,IELTS,5
S02023,Ireland,UK,Oxford,University of Oxford,Biotechnology,Business,2020,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.56,J1,OPT,PTE,5.9
S02024,South Africa,UK,Cambridge,University of Cambridge,Law,Business,2020,Yes,Quality of Life,2022,Placed,UK,Amazon,138625,2.8,J1,Blue Card,PTE,7.7
S02025,UAE,Finland,Turku,Ã…bo Akademi University,Medicine,Natural Sciences,2019,No,Scholarship,2021,Not Placed,N/A,N/A,0,3.7,Study Permit,Post-Study Visa,Duolingo,8.2
S02026,UAE,Finland,Turku,University of Turku,Business Administration,Social Sciences,2019,Yes,Quality of Life,2020,Placed,Finland,Facebook,61368,3.29,J1,Blue Card,None,0
S02027,Germany,Canada,Kingston,Queen's University,Electrical Engineering,Natural Sciences,2023,No,Job Opportunities,2026,Placed,Canada,SAP,127518,2.65,F1,PSW,Duolingo,7.1
S02028,UAE,UK,London,King's College London,Civil Engineering,Natural Sciences,2019,Yes,Higher Ranking,2020,Placed,UK,Google,53260,3.84,Schengen Student Visa,Work Permit,TOEFL,7.8
S02029,Finland,India,Delhi,Delhi University,Computer Science,Social Sciences,2022,No,Higher Ranking,2025,Placed,India,Intel,82874,2.96,F1,OPT,None,0
S02030,Canada,Ireland,Galway,National University of Ireland Galway,Architecture,Engineering,2023,No,Higher Ranking,2024,Placed,Ireland,Goldman Sachs,108488,3.58,J1,PSW,IELTS,6.1
S02031,Russia,USA,New York,Columbia University,Medicine,Natural Sciences,2023,No,Quality of Life,2026,Not Placed,N/A,N/A,0,2.58,Study Permit,PSW,PTE,8.9
S02032,Russia,Finland,Joensuu,University of Eastern Finland,Civil Engineering,Law,2019,No,Quality of Life,2021,Placed,Finland,Apple,66525,3.74,Student Visa,PSW,Duolingo,5.5
S02033,USA,Finland,Tampere,Tampere University,Data Science,Business,2021,Yes,Quality of Life,2023,Placed,Finland,Amazon,108915,3.85,Study Permit,Work Permit,Duolingo,7.1
S02034,UK,Germany,Heidelberg,Heidelberg University,Mechanical Engineering,Engineering,2022,Yes,Quality of Life,2024,Placed,Germany,SAP,54531,2.84,F1,Blue Card,None,0
S02035,UK,Finland,Turku,University of Turku,Data Science,Arts,2019,No,Job Opportunities,2020,Not Placed,N/A,N/A,0,3.92,J1,OPT,TOEFL,5.9
S02036,UK,USA,Boston,MIT,Architecture,Computer Science,2019,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.65,Study Permit,Work Permit,Duolingo,6.9
S02037,India,Canada,Kingston,Queen's University,Design,Arts,2020,No,Quality of Life,2022,Placed,Canada,Intel,60195,2.84,Student Visa,Blue Card,TOEFL,8.5
S02038,India,UAE,Abu Dhabi,Zayed University,Political Science,Natural Sciences,2019,No,Higher Ranking,2020,Not Placed,N/A,N/A,0,2.5,Student Visa,Post-Study Visa,Duolingo,6.9
S02039,USA,Russia,Moscow,Higher School of Economics,Finance,Computer Science,2020,No,Quality of Life,2023,Placed,Russia,IBM,62599,3.24,Study Permit,OPT,PTE,7.4
S02040,UAE,Russia,Novosibirsk,Novosibirsk State University,Civil Engineering,Law,2022,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.47,Schengen Student Visa,OPT,PTE,8.7
S02041,Germany,USA,New York,NYU,Psychology,Social Sciences,2023,No,Political Stability,2025,Placed,USA,Apple,55654,3.86,J1,Post-Study Visa,PTE,7.3
S02042,Ireland,Finland,Lappeenranta,LUT University,Data Science,Engineering,2023,No,Quality of Life,2024,Placed,Finland,Amazon,109206,2.84,J1,Blue Card,Duolingo,7.1
S02043,South Africa,India,Tiruchirappalli,NIT Trichy,Business Administration,Law,2020,Yes,Political Stability,2023,Placed,India,Apple,72105,3.51,Tier 4,Work Permit,TOEFL,5.2
S02044,USA,Canada,Montreal,McGill University,Electrical Engineering,Natural Sciences,2023,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,2.87,F1,Post-Study Visa,PTE,8.8
S02045,Germany,UAE,Abu Dhabi,Khalifa University,Finance,Social Sciences,2020,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.84,J1,Work Permit,None,0
S02046,Ireland,South Africa,Pretoria,University of Pretoria,Civil Engineering,Arts,2022,Yes,Job Opportunities,2023,Placed,South Africa,Deloitte,58231,3.57,Study Permit,Blue Card,Duolingo,6
S02047,Finland,UK,Birmingham,University of Birmingham,Political Science,Law,2021,Yes,Scholarship,2022,Placed,UK,Google,112532,3.56,Study Permit,Work Permit,IELTS,7.1
S02048,Finland,UAE,Abu Dhabi,Khalifa University,Mechanical Engineering,Business,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,2.69,Schengen Student Visa,Blue Card,Duolingo,5.9
S02049,Canada,Germany,Heidelberg,Heidelberg University,Political Science,Medicine,2019,Yes,Scholarship,2021,Placed,Germany,Google,43180,3.81,Schengen Student Visa,Post-Study Visa,PTE,7.1
S02050,India,Finland,Lappeenranta,LUT University,Design,Business,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.72,Schengen Student Visa,PSW,Duolingo,7.2
S02051,Finland,UAE,Abu Dhabi,Khalifa University,Civil Engineering,Engineering,2021,No,Quality of Life,2023,Placed,UAE,IBM,96415,3.81,J1,Blue Card,TOEFL,8.7
S02052,India,UK,Manchester,University of Manchester,Mechanical Engineering,Business,2021,No,Scholarship,2023,Not Placed,N/A,N/A,0,2.9,Schengen Student Visa,Blue Card,Duolingo,7.4
S02053,USA,India,Delhi,JNU Delhi,Economics,Engineering,2022,No,Political Stability,2025,Placed,India,Facebook,52052,3.92,F1,OPT,IELTS,8.4
S02054,Canada,South Africa,Johannesburg,University of the Witwatersrand,Architecture,Natural Sciences,2021,Yes,Higher Ranking,2023,Placed,South Africa,Microsoft,99527,2.84,Student Visa,Work Permit,Duolingo,8.1
S02055,India,UK,Edinburgh,University of Edinburgh,Political Science,Engineering,2019,No,Political Stability,2022,Placed,UK,Goldman Sachs,106006,3.52,Tier 4,Blue Card,IELTS,6.2
S02056,India,South Africa,Pretoria,University of Pretoria,Electrical Engineering,Medicine,2022,Yes,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.76,Student Visa,OPT,PTE,5.8
S02057,Ireland,USA,San Francisco,Stanford University,Economics,Law,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,2.58,J1,PSW,None,0
S02058,UK,Germany,Aachen,RWTH Aachen,Civil Engineering,Arts,2020,Yes,Political Stability,2023,Placed,Germany,Tesla,89836,2.85,Schengen Student Visa,Post-Study Visa,None,0
S02059,Russia,UAE,Abu Dhabi,Zayed University,Political Science,Computer Science,2019,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.87,F1,Work Permit,None,0
S02060,Ireland,Germany,Berlin,Humboldt University,Data Science,Natural Sciences,2021,Yes,Quality of Life,2023,Placed,Germany,Apple,81201,2.59,Tier 4,Post-Study Visa,TOEFL,5.1
S02061,USA,Russia,Kazan,Kazan Federal University,Law,Computer Science,2022,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.37,Tier 4,OPT,TOEFL,6.4
S02062,Finland,UK,Birmingham,University of Birmingham,Economics,Law,2020,No,Higher Ranking,2022,Placed,UK,Apple,94388,2.77,Tier 4,Blue Card,PTE,8.3
S02063,South Africa,Germany,Berlin,Humboldt University,Psychology,Social Sciences,2021,No,Higher Ranking,2024,Placed,Germany,Facebook,37892,3.12,Study Permit,PSW,TOEFL,8
S02064,USA,UK,Manchester,University of Manchester,Computer Science,Engineering,2023,Yes,Job Opportunities,2025,Placed,UK,Intel,58283,3.98,J1,PSW,PTE,7.2
S02065,Germany,USA,Boston,MIT,Law,Computer Science,2021,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.17,Study Permit,OPT,Duolingo,8.9
S02066,South Africa,Finland,Espoo,Aalto University,Biotechnology,Arts,2019,No,Higher Ranking,2022,Placed,Finland,Intel,113396,3.58,J1,Work Permit,None,0
S02067,UAE,South Africa,Grahamstown,Rhodes University,Electrical Engineering,Engineering,2021,No,Quality of Life,2022,Placed,South Africa,Amazon,78987,2.56,J1,Blue Card,None,0
S02068,USA,Russia,Moscow,Higher School of Economics,Biotechnology,Social Sciences,2021,No,Higher Ranking,2024,Placed,Russia,IBM,117380,3.41,Tier 4,OPT,IELTS,7.8
S02069,UAE,Canada,Ottawa,University of Ottawa,Computer Science,Natural Sciences,2021,No,Scholarship,2022,Placed,Canada,SAP,110201,2.64,Study Permit,OPT,PTE,5.6
S02070,Finland,Germany,Heidelberg,Heidelberg University,Architecture,Natural Sciences,2023,Yes,Quality of Life,2026,Not Placed,N/A,N/A,0,3.08,Schengen Student Visa,Work Permit,TOEFL,5.9
S02071,Russia,Ireland,Cork,University College Cork,Data Science,Arts,2022,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.58,F1,Work Permit,Duolingo,8.1
S02072,South Africa,Russia,Saint Petersburg,Saint Petersburg State University,Computer Science,Natural Sciences,2023,Yes,Scholarship,2025,Placed,Russia,Intel,131098,2.9,F1,Work Permit,Duolingo,8.2
S02073,UK,UAE,Dubai,University of Dubai,Mechanical Engineering,Social Sciences,2022,Yes,Higher Ranking,2025,Placed,UAE,Tesla,61235,3.87,Study Permit,OPT,None,0
S02074,South Africa,UK,London,Imperial College London,Medicine,Natural Sciences,2020,No,Quality of Life,2022,Placed,UK,McKinsey,121580,3.98,Tier 4,OPT,PTE,8.5
S02075,Ireland,UAE,Dubai,University of Dubai,Design,Arts,2023,Yes,Political Stability,2024,Placed,UAE,Tesla,41516,3.61,Schengen Student Visa,Post-Study Visa,Duolingo,8.7
S02076,Russia,Canada,London,Western University,Data Science,Engineering,2019,No,Political Stability,2020,Placed,Canada,Goldman Sachs,31555,3.67,F1,PSW,Duolingo,8.8
S02077,Canada,Finland,Espoo,Aalto University,Biotechnology,Natural Sciences,2020,Yes,Political Stability,2022,Placed,Finland,Facebook,128584,3.14,J1,Work Permit,TOEFL,6.8
S02078,Germany,Russia,Moscow,Bauman Moscow State Technical University,Finance,Computer Science,2023,No,Scholarship,2025,Placed,Russia,Siemens,98571,3.81,J1,PSW,None,0
S02079,USA,Russia,Moscow,Lomonosov Moscow State University,Computer Science,Law,2022,Yes,Higher Ranking,2025,Placed,Russia,Deloitte,135296,3.05,Tier 4,PSW,Duolingo,6.7
S02080,UAE,Canada,London,Western University,Design,Engineering,2020,Yes,Scholarship,2023,Placed,Canada,Goldman Sachs,101555,3.07,Schengen Student Visa,PSW,None,0
S02081,Ireland,Canada,Edmonton,University of Alberta,Architecture,Computer Science,2022,No,Political Stability,2025,Not Placed,N/A,N/A,0,3.54,Study Permit,Post-Study Visa,IELTS,6.1
S02082,Russia,India,Mumbai,IIT Bombay,Mechanical Engineering,Social Sciences,2019,No,Job Opportunities,2021,Placed,India,Goldman Sachs,94476,3.82,Schengen Student Visa,Post-Study Visa,None,0
S02083,Canada,Ireland,Dublin,University College Dublin,Biotechnology,Social Sciences,2019,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.58,Tier 4,Post-Study Visa,PTE,7.6
S02084,South Africa,India,Tiruchirappalli,NIT Trichy,Psychology,Engineering,2020,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,2.68,F1,PSW,IELTS,6.1
S02085,USA,Germany,Munich,Technical University of Munich,Computer Science,Engineering,2021,No,Quality of Life,2022,Not Placed,N/A,N/A,0,3.85,J1,Blue Card,Duolingo,6.1
S02086,Canada,Germany,Berlin,Humboldt University,Medicine,Social Sciences,2021,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.44,Tier 4,Blue Card,None,0
S02087,India,UK,Cambridge,University of Cambridge,Mechanical Engineering,Natural Sciences,2019,Yes,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.56,F1,Post-Study Visa,None,0
S02088,South Africa,Canada,Montreal,McGill University,Finance,Arts,2020,No,Quality of Life,2021,Placed,Canada,Deloitte,42425,2.6,Schengen Student Visa,OPT,IELTS,5.9
S02089,Germany,Ireland,Dublin,Trinity College Dublin,Computer Science,Law,2023,Yes,Scholarship,2026,Not Placed,N/A,N/A,0,3.54,Schengen Student Visa,OPT,IELTS,5.4
S02090,Russia,Ireland,Dublin,Dublin City University,Data Science,Social Sciences,2022,No,Scholarship,2024,Not Placed,N/A,N/A,0,3.74,F1,Post-Study Visa,IELTS,5.2
S02091,UK,South Africa,Stellenbosch,Stellenbosch University,Mechanical Engineering,Engineering,2021,Yes,Higher Ranking,2022,Placed,South Africa,Siemens,91441,3.82,J1,Post-Study Visa,IELTS,7.4
S02092,India,UK,Manchester,University of Manchester,Computer Science,Law,2021,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.44,Schengen Student Visa,PSW,PTE,5
S02093,Russia,USA,New York,NYU,Architecture,Law,2021,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,2.71,Schengen Student Visa,Post-Study Visa,Duolingo,7.5
S02094,Ireland,India,Delhi,Delhi University,Design,Business,2019,Yes,Political Stability,2021,Placed,India,Amazon,39240,2.92,Schengen Student Visa,OPT,Duolingo,8.9
S02095,Canada,Germany,Berlin,Humboldt University,Mechanical Engineering,Business,2020,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.63,Schengen Student Visa,PSW,TOEFL,8.6
S02096,Germany,India,Tiruchirappalli,NIT Trichy,Business Administration,Social Sciences,2019,Yes,Scholarship,2020,Placed,India,Microsoft,145571,2.69,Study Permit,Post-Study Visa,IELTS,6.8
S02097,Canada,Russia,Moscow,Bauman Moscow State Technical University,Architecture,Medicine,2023,No,Quality of Life,2026,Not Placed,N/A,N/A,0,2.89,Student Visa,Work Permit,PTE,6
S02098,South Africa,Germany,Munich,Technical University of Munich,Mechanical Engineering,Computer Science,2021,No,Political Stability,2023,Placed,Germany,Tesla,33650,2.75,Student Visa,Blue Card,Duolingo,5.6
S02099,South Africa,Finland,Espoo,Aalto University,Biotechnology,Natural Sciences,2020,Yes,Job Opportunities,2022,Placed,Finland,Facebook,101334,3.42,Tier 4,Post-Study Visa,IELTS,6.5
S02100,UK,Germany,Munich,Technical University of Munich,Economics,Computer Science,2022,No,Quality of Life,2024,Placed,Germany,Goldman Sachs,100261,2.81,F1,Post-Study Visa,Duolingo,5.5
S02101,Finland,UAE,Abu Dhabi,Khalifa University,Computer Science,Arts,2023,No,Scholarship,2026,Not Placed,N/A,N/A,0,3.21,Tier 4,Blue Card,TOEFL,5.6
S02102,Canada,Germany,Berlin,TU Berlin,Computer Science,Social Sciences,2022,Yes,Political Stability,2023,Placed,Germany,Deloitte,129084,2.72,J1,Work Permit,IELTS,7.1
S02103,India,Russia,Moscow,Moscow Institute of Physics and Technology,Psychology,Engineering,2019,Yes,Scholarship,2021,Placed,Russia,Goldman Sachs,51075,3.34,Schengen Student Visa,PSW,PTE,7.5
S02104,Russia,Germany,Heidelberg,Heidelberg University,Medicine,Medicine,2021,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.71,Schengen Student Visa,Blue Card,None,0
S02105,UK,Germany,Aachen,RWTH Aachen,Business Administration,Arts,2021,Yes,Quality of Life,2023,Placed,Germany,Tesla,105611,2.95,Tier 4,PSW,PTE,6.2
S02106,Finland,UK,Birmingham,University of Birmingham,Data Science,Computer Science,2019,Yes,Scholarship,2022,Placed,UK,Intel,148271,3.4,F1,Work Permit,Duolingo,7.4
S02107,USA,Ireland,Dublin,Dublin City University,Civil Engineering,Engineering,2023,No,Quality of Life,2026,Placed,Ireland,Microsoft,58205,3.12,J1,Work Permit,None,0
S02108,South Africa,Finland,Lappeenranta,LUT University,Data Science,Engineering,2022,Yes,Political Stability,2025,Placed,Finland,Facebook,39711,3.08,Schengen Student Visa,PSW,PTE,8.6
S02109,Germany,UAE,Sharjah,American University of Sharjah,Computer Science,Arts,2020,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.47,Student Visa,PSW,Duolingo,8.7
S02110,Canada,Russia,Novosibirsk,Novosibirsk State University,Finance,Law,2021,Yes,Quality of Life,2024,Placed,Russia,Amazon,130423,4,Schengen Student Visa,Blue Card,IELTS,6.1
S02111,Finland,UAE,Dubai,University of Dubai,Mechanical Engineering,Arts,2023,Yes,Job Opportunities,2026,Placed,UAE,Deloitte,126209,2.78,Study Permit,OPT,None,0
S02112,India,UK,London,King's College London,Biotechnology,Business,2021,Yes,Scholarship,2022,Not Placed,N/A,N/A,0,3.31,Tier 4,PSW,PTE,8.9
S02113,Germany,USA,New York,NYU,Economics,Law,2021,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.79,Schengen Student Visa,Work Permit,Duolingo,6.8
S02114,UAE,UK,London,King's College London,Architecture,Natural Sciences,2023,Yes,Higher Ranking,2026,Placed,UK,Microsoft,87777,2.62,F1,PSW,TOEFL,8.1
S02115,USA,Germany,Munich,Technical University of Munich,Political Science,Engineering,2020,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.02,J1,Blue Card,PTE,7.7
S02116,Russia,Germany,Munich,Technical University of Munich,Biotechnology,Engineering,2022,No,Scholarship,2023,Not Placed,N/A,N/A,0,3.13,F1,Post-Study Visa,TOEFL,7.2
S02117,Canada,South Africa,Pretoria,University of Pretoria,Architecture,Social Sciences,2021,Yes,Political Stability,2024,Placed,South Africa,Siemens,44469,3.74,J1,Blue Card,None,0
S02118,India,UK,London,King's College London,Political Science,Law,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,2.99,F1,Work Permit,Duolingo,8.2
S02119,Russia,UAE,Dubai,Middlesex University Dubai,Medicine,Social Sciences,2019,Yes,Job Opportunities,2020,Not Placed,N/A,N/A,0,3.12,Study Permit,Work Permit,PTE,6.9
S02120,Canada,India,Pilani,BITS Pilani,Architecture,Natural Sciences,2022,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.54,Student Visa,Post-Study Visa,None,0
S02121,Canada,Russia,Novosibirsk,Novosibirsk State University,Mechanical Engineering,Computer Science,2019,Yes,Job Opportunities,2020,Not Placed,N/A,N/A,0,3.19,J1,Blue Card,Duolingo,6.3
S02122,Russia,UAE,Abu Dhabi,Khalifa University,Business Administration,Law,2020,Yes,Scholarship,2021,Placed,UAE,Google,125377,3.3,Schengen Student Visa,Work Permit,Duolingo,5.8
S02123,Finland,Germany,Heidelberg,Heidelberg University,Civil Engineering,Law,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.54,Schengen Student Visa,Work Permit,IELTS,5.3
S02124,India,South Africa,Durban,University of KwaZulu-Natal,Design,Engineering,2019,Yes,Scholarship,2020,Placed,South Africa,Goldman Sachs,57565,3.22,Tier 4,OPT,Duolingo,7.9
S02125,Ireland,Canada,Edmonton,University of Alberta,Political Science,Engineering,2020,No,Political Stability,2021,Not Placed,N/A,N/A,0,2.78,Study Permit,Blue Card,IELTS,6
